Consumer Demographics,Dis Catg,Foot Traffic,Prod Catg,Prod ID,Prod Pos,Promotion,Promotion Status,Seasonal,Comptr's Price,Price,Price Diff,Sales per Price,Sales Vol
College students,Higher Price,Low,Electronics,195374,Front of Store,Yes,Promoted,No,$42.84,$46.16,$3.32,39.948006932,1844
College students,Higher Price,Medium,Clothing,171712,End-cap,No,Not Promoted,Yes,$43.96,$44.95,$0.99,18.576195773,835
Young adults,Higher Price,Low,Clothing,148331,Front of Store,Yes,Promoted,Yes,$40.68,$44.38,$3.70,29.788192880,1322
Seniors,Higher Price,Low,Electronics,123478,Aisle,No,Not Promoted,Yes,$24.27,$25.59,$1.32,27.354435326,700
Young adults,Higher Price,High,Food,164043,Aisle,No,Not Promoted,No,$10.23,$11.02,$0.79,188.294010889,2075
Seniors,Higher Price,High,Clothing,158938,Front of Store,Yes,Promoted,No,$37.18,$39.31,$2.13,17.883490206,703
Families,Higher Price,Medium,Food,118260,End-cap,No,Not Promoted,Yes,$17.08,$20.50,$3.42,129.414634146,2653
Seniors,Higher Price,Medium,Clothing,168970,End-cap,No,Not Promoted,No,$10.10,$13.49,$3.39,208.969607116,2819
College students,Higher Price,Medium,Food,160301,Front of Store,No,Not Promoted,No,$13.36,$15.50,$2.14,68.129032258,1056
Families,Higher Price,Low,Electronics,134598,Aisle,Yes,Promoted,No,$1.62,$5.66,$4.04,260.600706714,1475
College students,Higher Price,High,Clothing,140548,Aisle,Yes,Promoted,No,$5.57,$9.71,$4.14,305.973223481,2971
Families,Higher Price,High,Electronics,119282,Front of Store,No,Not Promoted,No,$16.01,$17.05,$1.04,125.278592375,2136
Families,Higher Price,Medium,Clothing,155744,Aisle,Yes,Promoted,Yes,$28.67,$33.53,$4.86,79.421413659,2663
Families,Higher Price,High,Clothing,188805,Aisle,Yes,Promoted,No,$8.54,$11.42,$2.88,115.936952715,1324
College students,Higher Price,High,Food,194198,Aisle,Yes,Promoted,Yes,$41.36,$44.88,$3.52,52.651515152,2363
Seniors,Higher Price,High,Clothing,158917,Front of Store,Yes,Promoted,Yes,$11.45,$15.84,$4.39,128.914141414,2042
Families,Higher Price,Low,Food,119182,Front of Store,Yes,Promoted,No,$13.91,$16.46,$2.55,156.622114216,2578
Families,Higher Price,Low,Clothing,177843,End-cap,Yes,Promoted,No,$21.55,$22.29,$0.74,85.150291611,1898
Seniors,Higher Price,High,Food,175135,Front of Store,No,Not Promoted,No,$29.78,$30.90,$1.12,56.051779935,1732
College students,Higher Price,Medium,Clothing,162886,Front of Store,No,Not Promoted,Yes,$17.99,$20.54,$2.55,106.718597858,2192
Young adults,Higher Price,High,Electronics,162663,Aisle,No,Not Promoted,No,$34.77,$34.96,$0.19,63.815789474,2231
Seniors,Higher Price,High,Food,148513,Front of Store,Yes,Promoted,Yes,$24.72,$28.81,$4.09,34.015966678,980
Families,Higher Price,Low,Clothing,127550,Front of Store,Yes,Promoted,Yes,$42.69,$45.28,$2.59,57.530918728,2605
Seniors,Higher Price,Low,Food,123557,Front of Store,No,Not Promoted,Yes,$11.49,$15.14,$3.65,68.361955086,1035
College students,Higher Price,Medium,Electronics,140118,Aisle,No,Not Promoted,Yes,$39.94,$41.12,$1.18,50.170233463,2063
College students,Higher Price,High,Clothing,172912,Front of Store,Yes,Promoted,No,$38.86,$40.01,$1.15,63.759060235,2551
College students,Higher Price,Low,Electronics,155610,Front of Store,No,Not Promoted,Yes,$1.28,$5.11,$3.83,549.315068493,2807
College students,Higher Price,Medium,Food,160544,End-cap,Yes,Promoted,No,$41.47,$45.47,$4.00,59.093908071,2687
Seniors,Higher Price,Medium,Electronics,177721,End-cap,Yes,Promoted,No,$20.82,$25.20,$4.38,108.373015873,2731
Seniors,Higher Price,Low,Electronics,199735,Aisle,Yes,Promoted,No,$40.35,$41.00,$0.65,28.682926829,1176
Families,Higher Price,High,Clothing,164553,End-cap,No,Not Promoted,Yes,$3.09,$6.66,$3.57,274.174174174,1826
Young adults,Higher Price,Low,Clothing,160829,Front of Store,No,Not Promoted,Yes,$26.00,$28.09,$2.09,70.665717337,1985
College students,Higher Price,Medium,Clothing,189316,Front of Store,No,Not Promoted,Yes,$32.88,$33.94,$1.06,66.647024160,2262
Young adults,Higher Price,High,Electronics,110815,Aisle,No,Not Promoted,No,$42.36,$42.48,$0.12,39.359698682,1672
Young adults,Higher Price,High,Electronics,173823,Front of Store,Yes,Promoted,Yes,$46.69,$46.95,$0.26,58.189563365,2732
College students,Higher Price,High,Food,189791,End-cap,No,Not Promoted,Yes,$13.64,$15.37,$1.73,88.484059857,1360
Families,Higher Price,Low,Clothing,180074,End-cap,Yes,Promoted,Yes,$14.38,$18.25,$3.87,142.904109589,2608
Families,Higher Price,Low,Food,131689,Front of Store,No,Not Promoted,Yes,$41.76,$42.43,$0.67,43.200565638,1833
Families,Higher Price,Medium,Electronics,145573,End-cap,No,Not Promoted,Yes,$42.62,$43.83,$1.21,24.435318275,1071
Families,Higher Price,High,Clothing,196508,End-cap,Yes,Promoted,Yes,$44.05,$47.98,$3.93,35.389745727,1698
College students,Higher Price,Medium,Electronics,159831,Aisle,No,Not Promoted,No,$33.69,$36.29,$2.60,21.025075778,763
College students,Higher Price,Medium,Food,154409,Aisle,No,Not Promoted,Yes,$19.65,$19.87,$0.22,75.792652240,1506
College students,Higher Price,Medium,Food,151330,Front of Store,No,Not Promoted,No,$39.98,$42.94,$2.96,54.797391709,2353
Young adults,Higher Price,Low,Electronics,178721,End-cap,No,Not Promoted,No,$30.13,$34.32,$4.19,18.298368298,628
Families,Higher Price,Low,Clothing,190370,End-cap,Yes,Promoted,Yes,$35.27,$36.86,$1.59,15.029842648,554
Families,Higher Price,High,Clothing,171778,End-cap,No,Not Promoted,Yes,$30.82,$34.07,$3.25,61.491047843,2095
Young adults,Higher Price,High,Clothing,181634,Front of Store,No,Not Promoted,Yes,$22.54,$23.99,$1.45,115.631513130,2774
Young adults,Higher Price,High,Food,146294,Front of Store,No,Not Promoted,Yes,$8.60,$11.38,$2.78,244.024604569,2777
Seniors,Higher Price,High,Electronics,113594,Front of Store,No,Not Promoted,No,$21.23,$24.18,$2.95,98.263027295,2376
Seniors,Higher Price,Low,Electronics,153294,End-cap,Yes,Promoted,No,$26.67,$30.37,$3.70,42.113928219,1279
Seniors,Higher Price,Medium,Clothing,191154,End-cap,No,Not Promoted,No,$36.77,$38.81,$2.04,21.540839990,836
Young adults,Higher Price,Low,Clothing,154870,Front of Store,Yes,Promoted,Yes,$5.11,$8.52,$3.41,210.446009390,1793
Families,Higher Price,Low,Clothing,145558,End-cap,Yes,Promoted,No,$8.58,$10.78,$2.20,253.061224490,2728
Young adults,Higher Price,Low,Clothing,135809,Front of Store,Yes,Promoted,No,$18.48,$18.90,$0.42,94.179894180,1780
Young adults,Higher Price,High,Electronics,156148,Aisle,Yes,Promoted,Yes,$34.24,$36.26,$2.02,41.588527303,1508
Families,Higher Price,High,Food,171191,Front of Store,No,Not Promoted,Yes,$45.02,$46.72,$1.70,48.523116438,2267
Young adults,Higher Price,Medium,Clothing,115810,Front of Store,No,Not Promoted,Yes,$6.56,$7.28,$0.72,268.269230769,1953
College students,Higher Price,High,Food,115533,End-cap,Yes,Promoted,Yes,$37.04,$41.85,$4.81,47.096774194,1971
Families,Higher Price,High,Food,191827,End-cap,Yes,Promoted,No,$26.47,$28.57,$2.10,41.232061603,1178
College students,Higher Price,High,Electronics,115156,Front of Store,Yes,Promoted,Yes,$6.87,$10.66,$3.79,262.664165103,2800
Young adults,Higher Price,High,Electronics,148849,End-cap,Yes,Promoted,Yes,$9.84,$11.75,$1.91,111.234042553,1307
Seniors,Higher Price,Low,Clothing,121239,Aisle,Yes,Promoted,Yes,$49.66,$49.77,$0.11,36.749045610,1829
Families,Higher Price,High,Electronics,147878,End-cap,No,Not Promoted,No,$35.38,$38.90,$3.52,27.377892031,1065
Seniors,Higher Price,Low,Electronics,163043,End-cap,No,Not Promoted,No,$11.57,$15.86,$4.29,67.780580076,1075
Seniors,Higher Price,High,Clothing,198302,Aisle,No,Not Promoted,No,$42.00,$45.15,$3.15,30.741971207,1388
Seniors,Higher Price,Low,Electronics,191418,Aisle,No,Not Promoted,No,$43.67,$46.06,$2.39,48.719062093,2244
Families,Higher Price,Low,Electronics,175324,End-cap,Yes,Promoted,Yes,$36.14,$37.69,$1.55,34.704165561,1308
Seniors,Higher Price,Medium,Electronics,168949,Front of Store,Yes,Promoted,No,$46.20,$47.81,$1.61,21.606358502,1033
College students,Higher Price,Low,Clothing,132443,Aisle,Yes,Promoted,No,$31.58,$36.15,$4.57,53.222683264,1924
College students,Higher Price,Medium,Clothing,142665,End-cap,Yes,Promoted,Yes,$24.67,$28.97,$4.30,58.853986883,1705
College students,Higher Price,High,Food,171112,Aisle,No,Not Promoted,Yes,$36.48,$40.65,$4.17,15.621156212,635
Families,Higher Price,Low,Food,164994,End-cap,Yes,Promoted,No,$8.67,$13.60,$4.93,160.955882353,2189
Families,Higher Price,Medium,Electronics,197700,Aisle,No,Not Promoted,No,$3.84,$5.76,$1.92,471.527777778,2716
Seniors,Higher Price,Medium,Food,162699,Front of Store,No,Not Promoted,Yes,$5.65,$9.26,$3.61,159.179265659,1474
College students,Higher Price,Medium,Food,166102,Front of Store,Yes,Promoted,No,$47.10,$48.35,$1.25,20.703205791,1001
Young adults,Higher Price,High,Clothing,125196,Front of Store,No,Not Promoted,Yes,$31.90,$33.86,$1.96,73.213230951,2479
Families,Higher Price,High,Clothing,190769,Aisle,No,Not Promoted,Yes,$38.99,$40.56,$1.57,23.545364892,955
Seniors,Higher Price,Low,Food,192908,Front of Store,No,Not Promoted,Yes,$43.04,$45.61,$2.57,30.914273186,1410
Families,Higher Price,High,Electronics,190000,Front of Store,Yes,Promoted,No,$9.86,$11.29,$1.43,100.354295837,1133
Seniors,Higher Price,High,Electronics,117812,End-cap,No,Not Promoted,No,$11.04,$13.49,$2.45,221.200889548,2984
Families,Higher Price,Low,Electronics,158258,Aisle,No,Not Promoted,Yes,$39.26,$41.44,$2.18,63.272200772,2622
Young adults,Higher Price,High,Food,136575,Aisle,Yes,Promoted,Yes,$15.73,$18.65,$2.92,137.801608579,2570
Young adults,Higher Price,Low,Clothing,152880,End-cap,No,Not Promoted,Yes,$24.79,$25.36,$0.57,24.329652997,617
Young adults,Higher Price,High,Clothing,112839,Front of Store,No,Not Promoted,No,$49.85,$49.98,$0.13,45.118047219,2255
College students,Higher Price,Low,Clothing,190584,Front of Store,Yes,Promoted,No,$33.22,$37.43,$4.21,17.018434411,637
College students,Higher Price,Medium,Electronics,171598,Aisle,Yes,Promoted,No,$30.15,$30.93,$0.78,52.150016166,1613
Families,Higher Price,Medium,Electronics,169545,Front of Store,Yes,Promoted,No,$15.70,$20.40,$4.70,32.009803922,653
Families,Higher Price,High,Electronics,132704,Aisle,Yes,Promoted,No,$22.73,$25.47,$2.74,81.429132313,2074
College students,Higher Price,High,Clothing,168639,Front of Store,Yes,Promoted,Yes,$35.89,$38.68,$2.79,53.464322647,2068
College students,Higher Price,High,Food,163062,End-cap,Yes,Promoted,Yes,$34.04,$37.79,$3.75,62.450383699,2360
Young adults,Higher Price,Low,Food,186783,Front of Store,No,Not Promoted,Yes,$4.55,$8.52,$3.97,195.657276995,1667
Families,Higher Price,Medium,Electronics,130656,End-cap,Yes,Promoted,No,$27.48,$30.51,$3.03,19.272369715,588
Seniors,Higher Price,High,Electronics,111930,Front of Store,No,Not Promoted,No,$9.15,$11.04,$1.89,125,1380
Seniors,Higher Price,High,Electronics,115305,End-cap,No,Not Promoted,Yes,$31.41,$36.36,$4.95,18.591859186,676
Young adults,Higher Price,High,Electronics,167689,Front of Store,No,Not Promoted,Yes,$10.41,$11.48,$1.07,258.623693380,2969
Families,Higher Price,Medium,Food,110451,Front of Store,Yes,Promoted,No,$9.98,$10.77,$0.79,53.667595172,578
Young adults,Higher Price,Medium,Electronics,189534,End-cap,Yes,Promoted,No,$3.94,$5.73,$1.79,503.664921466,2886
Families,Higher Price,Medium,Clothing,153881,Front of Store,Yes,Promoted,No,$28.80,$33.16,$4.36,41.495778046,1376
Families,Higher Price,Medium,Food,112314,End-cap,Yes,Promoted,No,$25.20,$25.65,$0.45,20.233918129,519
Young adults,Higher Price,Medium,Food,134948,Aisle,Yes,Promoted,No,$7.76,$10.28,$2.52,58.365758755,600
Families,Higher Price,High,Food,152468,Aisle,Yes,Promoted,No,$5.35,$8.31,$2.96,207.942238267,1728
Families,Higher Price,High,Food,148553,Front of Store,Yes,Promoted,No,$24.56,$27.54,$2.98,57.552650690,1585
College students,Higher Price,High,Food,121643,Aisle,No,Not Promoted,Yes,$0.72,$5.17,$4.45,294.390715667,1522
College students,Higher Price,Low,Electronics,167351,Aisle,No,Not Promoted,No,$31.73,$33.05,$1.32,29.077155825,961
College students,Higher Price,High,Clothing,199976,Front of Store,No,Not Promoted,No,$18.89,$19.66,$0.77,83.468972533,1641
Families,Higher Price,Medium,Clothing,172344,End-cap,Yes,Promoted,Yes,$13.77,$15.42,$1.65,131.647211414,2030
Seniors,Higher Price,Low,Electronics,157499,Aisle,No,Not Promoted,No,$16.81,$19.49,$2.68,101.231400718,1973
Young adults,Higher Price,Medium,Food,173866,Aisle,Yes,Promoted,Yes,$44.15,$47.92,$3.77,46.869782972,2246
Families,Higher Price,High,Clothing,134989,Front of Store,Yes,Promoted,Yes,$12.52,$14.85,$2.33,173.131313131,2571
Families,Higher Price,High,Clothing,162691,Front of Store,Yes,Promoted,No,$35.21,$36.77,$1.56,18.765297797,690
College students,Higher Price,Low,Food,187196,End-cap,No,Not Promoted,Yes,$35.06,$37.13,$2.07,77.457581471,2876
Seniors,Higher Price,Medium,Electronics,121378,End-cap,Yes,Promoted,Yes,$9.07,$9.26,$0.19,234.125269978,2168
Young adults,Higher Price,High,Electronics,142482,End-cap,No,Not Promoted,No,$26.89,$27.59,$0.70,49.365712215,1362
Families,Higher Price,Low,Electronics,176723,Aisle,No,Not Promoted,Yes,$45.53,$47.41,$1.88,32.145117064,1524
Seniors,Higher Price,Low,Food,132654,Front of Store,No,Not Promoted,Yes,$36.09,$36.75,$0.66,51.020408163,1875
Seniors,Higher Price,Medium,Electronics,169453,Aisle,No,Not Promoted,Yes,$10.47,$12.09,$1.62,180.066170389,2177
Families,Higher Price,Medium,Food,165328,End-cap,Yes,Promoted,No,$32.70,$37.37,$4.67,19.240032111,719
Young adults,Higher Price,High,Electronics,189998,Aisle,Yes,Promoted,No,$27.22,$27.39,$0.17,80.540343191,2206
Families,Higher Price,High,Clothing,171481,Aisle,No,Not Promoted,Yes,$35.46,$37.53,$2.07,58.939515055,2212
Seniors,Higher Price,Low,Clothing,166674,End-cap,Yes,Promoted,Yes,$6.76,$11.36,$4.60,56.161971831,638
Seniors,Higher Price,Low,Electronics,110674,End-cap,Yes,Promoted,No,$33.76,$36.21,$2.45,75.283070975,2726
Young adults,Higher Price,Low,Clothing,110417,End-cap,Yes,Promoted,Yes,$42.63,$43.02,$0.39,54.672245467,2352
Young adults,Higher Price,Low,Clothing,166698,End-cap,No,Not Promoted,No,$46.66,$47.18,$0.52,53.582026282,2528
College students,Higher Price,Low,Food,179623,Front of Store,Yes,Promoted,Yes,$3.34,$5.08,$1.74,449.606299213,2284
Seniors,Higher Price,Medium,Food,196326,Aisle,Yes,Promoted,Yes,$28.94,$32.98,$4.04,61.097634930,2015
Seniors,Higher Price,Low,Electronics,175453,End-cap,No,Not Promoted,Yes,$9.75,$12.65,$2.90,126.719367589,1603
Families,Higher Price,Medium,Clothing,153183,End-cap,No,Not Promoted,No,$34.70,$38.10,$3.40,21.574803150,822
Young adults,Higher Price,Low,Food,195160,Front of Store,Yes,Promoted,No,$18.00,$21.92,$3.92,81.751824818,1792
Young adults,Higher Price,Low,Clothing,116201,Aisle,No,Not Promoted,No,$29.05,$30.31,$1.26,91.092048829,2761
Families,Higher Price,Medium,Electronics,188566,Aisle,Yes,Promoted,No,$46.31,$49.34,$3.03,41.974057560,2071
Families,Higher Price,Medium,Food,151362,Front of Store,No,Not Promoted,No,$19.73,$22.05,$2.32,50.430839002,1112
Families,Higher Price,High,Food,189612,End-cap,Yes,Promoted,Yes,$48.09,$49.94,$1.85,16.199439327,809
Seniors,Higher Price,Low,Electronics,144433,Front of Store,No,Not Promoted,No,$37.58,$41.17,$3.59,34.296818071,1412
College students,Higher Price,Low,Food,157449,Aisle,No,Not Promoted,No,$32.64,$33.65,$1.01,28.261515602,951
College students,Higher Price,High,Electronics,165623,End-cap,No,Not Promoted,Yes,$15.52,$17.03,$1.51,139.694656489,2379
Young adults,Higher Price,Medium,Electronics,137925,End-cap,No,Not Promoted,No,$41.87,$45.44,$3.57,51.408450704,2336
Families,Higher Price,Medium,Clothing,115111,Aisle,No,Not Promoted,No,$13.12,$16.88,$3.76,94.312796209,1592
Seniors,Higher Price,Medium,Food,171502,Front of Store,Yes,Promoted,Yes,$8.45,$10.49,$2.04,60.533841754,635
Young adults,Higher Price,Medium,Food,193698,End-cap,No,Not Promoted,No,$3.06,$7.95,$4.89,129.433962264,1029
College students,Higher Price,Low,Food,151572,Front of Store,Yes,Promoted,Yes,$26.10,$29.00,$2.90,55.241379310,1602
Seniors,Higher Price,Medium,Electronics,158886,End-cap,Yes,Promoted,Yes,$29.24,$33.24,$4.00,19.975932611,664
College students,Higher Price,Medium,Food,111012,Front of Store,No,Not Promoted,No,$37.69,$39.23,$1.54,18.480754525,725
Seniors,Higher Price,Low,Electronics,143251,Aisle,No,Not Promoted,No,$8.88,$9.89,$1.01,238.018200202,2354
Seniors,Higher Price,Medium,Food,178611,Aisle,Yes,Promoted,No,$22.33,$24.97,$2.64,39.727673208,992
Families,Higher Price,High,Clothing,114824,Front of Store,Yes,Promoted,Yes,$40.43,$43.12,$2.69,19.758812616,852
Young adults,Higher Price,High,Food,168713,End-cap,Yes,Promoted,Yes,$26.59,$29.88,$3.29,70.682730924,2112
Families,Higher Price,Low,Food,140868,Front of Store,No,Not Promoted,No,$16.40,$19.11,$2.71,35.321821036,675
College students,Higher Price,Low,Electronics,146780,End-cap,No,Not Promoted,No,$45.93,$49.36,$3.43,42.139384117,2080
Families,Higher Price,High,Electronics,172105,Aisle,Yes,Promoted,No,$8.59,$9.85,$1.26,233.401015228,2299
College students,Higher Price,High,Electronics,111455,End-cap,Yes,Promoted,Yes,$26.24,$27.05,$0.81,82.402957486,2229
Seniors,Higher Price,High,Clothing,129927,End-cap,No,Not Promoted,No,$4.72,$6.75,$2.03,95.851851852,647
Families,Higher Price,Medium,Food,139494,Front of Store,No,Not Promoted,Yes,$31.89,$32.22,$0.33,35.381750466,1140
Families,Higher Price,Low,Food,163982,End-cap,No,Not Promoted,Yes,$19.20,$20.90,$1.70,37.272727273,779
Young adults,Higher Price,Medium,Clothing,112511,End-cap,Yes,Promoted,Yes,$44.69,$47.20,$2.51,54.809322034,2587
Young adults,Higher Price,Medium,Clothing,146982,End-cap,Yes,Promoted,Yes,$29.86,$29.92,$0.06,32.486631016,972
Young adults,Higher Price,Medium,Food,171517,Front of Store,Yes,Promoted,No,$16.64,$18.70,$2.06,57.165775401,1069
Seniors,Higher Price,High,Clothing,181233,Front of Store,No,Not Promoted,No,$19.35,$20.70,$1.35,127.149758454,2632
College students,Higher Price,High,Clothing,147559,Aisle,No,Not Promoted,No,$16.54,$16.97,$0.43,154.861520330,2628
Young adults,Higher Price,Low,Food,158151,Aisle,No,Not Promoted,No,$34.84,$36.75,$1.91,17.034013605,626
Seniors,Higher Price,High,Food,199194,Front of Store,Yes,Promoted,No,$4.65,$8.58,$3.93,269.813519814,2315
College students,Higher Price,High,Food,187447,Front of Store,Yes,Promoted,Yes,$26.95,$30.46,$3.51,41.135915955,1253
Young adults,Higher Price,Low,Electronics,175725,End-cap,Yes,Promoted,Yes,$39.71,$39.97,$0.26,27.095321491,1083
Young adults,Higher Price,Low,Clothing,131107,Aisle,No,Not Promoted,Yes,$26.83,$31.79,$4.96,34.256055363,1089
Young adults,Higher Price,High,Clothing,186541,Aisle,Yes,Promoted,No,$35.65,$40.59,$4.94,73.146095097,2969
Families,Higher Price,Medium,Food,192046,Front of Store,Yes,Promoted,No,$20.18,$20.24,$0.06,68.527667984,1387
College students,Higher Price,Low,Clothing,147306,Aisle,No,Not Promoted,Yes,$15.38,$18.50,$3.12,98.810810811,1828
College students,Higher Price,Low,Electronics,145684,Front of Store,Yes,Promoted,No,$42.96,$46.36,$3.40,48.899913719,2267
Families,Higher Price,Medium,Electronics,118867,End-cap,No,Not Promoted,Yes,$8.08,$11.15,$3.07,205.560538117,2292
Young adults,Higher Price,Medium,Electronics,143823,End-cap,Yes,Promoted,Yes,$43.86,$47.99,$4.13,46.468014170,2230
Young adults,Higher Price,Low,Food,194433,Aisle,No,Not Promoted,No,$18.77,$21.67,$2.90,101.845869866,2207
College students,Higher Price,Low,Food,180551,End-cap,No,Not Promoted,No,$30.37,$30.83,$0.46,64.839442102,1999
Families,Higher Price,Low,Clothing,180029,Aisle,No,Not Promoted,Yes,$33.07,$37.72,$4.65,34.490986214,1301
Seniors,Higher Price,Medium,Food,158671,End-cap,Yes,Promoted,Yes,$27.34,$28.37,$1.03,44.483609447,1262
Young adults,Higher Price,High,Food,196932,Aisle,No,Not Promoted,Yes,$46.66,$49.66,$3.00,41.985501410,2085
Families,Higher Price,Medium,Electronics,188730,Aisle,Yes,Promoted,Yes,$19.16,$22.04,$2.88,93.058076225,2051
Families,Higher Price,Low,Food,189853,End-cap,No,Not Promoted,No,$11.08,$14.30,$3.22,173.356643357,2479
Young adults,Higher Price,Low,Food,169236,End-cap,Yes,Promoted,No,$9.50,$13.52,$4.02,165.236686391,2234
Young adults,Higher Price,Medium,Clothing,157660,End-cap,No,Not Promoted,Yes,$14.93,$17.99,$3.06,45.636464703,821
Young adults,Higher Price,High,Food,119645,End-cap,No,Not Promoted,Yes,$24.32,$26.07,$1.75,62.677406981,1634
Families,Higher Price,Medium,Food,142356,Aisle,No,Not Promoted,Yes,$23.47,$27.16,$3.69,44.440353461,1207
Young adults,Higher Price,Medium,Electronics,122078,End-cap,No,Not Promoted,Yes,$4.86,$7.32,$2.46,153.551912568,1124
College students,Higher Price,Low,Clothing,161248,End-cap,No,Not Promoted,Yes,$11.34,$12.80,$1.46,91.171875,1167
College students,Higher Price,Low,Clothing,171394,Front of Store,No,Not Promoted,No,$16.87,$16.93,$0.06,158.476077968,2683
Seniors,Higher Price,High,Electronics,151362,Aisle,No,Not Promoted,Yes,$7.30,$9.03,$1.73,175.636766334,1586
Young adults,Higher Price,Medium,Electronics,171225,Aisle,No,Not Promoted,Yes,$9.72,$11.00,$1.28,62.636363636,689
Families,Higher Price,Low,Clothing,147968,Front of Store,No,Not Promoted,Yes,$10.14,$10.27,$0.13,194.255111977,1995
College students,Higher Price,Low,Clothing,135533,End-cap,Yes,Promoted,Yes,$27.34,$30.99,$3.65,94.062600839,2915
Families,Higher Price,High,Clothing,175517,Aisle,No,Not Promoted,Yes,$37.04,$37.72,$0.68,45.917285260,1732
Young adults,Higher Price,Medium,Electronics,194339,Aisle,No,Not Promoted,No,$29.65,$32.67,$3.02,84.144475054,2749
College students,Higher Price,High,Electronics,181234,End-cap,Yes,Promoted,Yes,$40.35,$40.78,$0.43,55.468366846,2262
Young adults,Higher Price,High,Food,128647,Front of Store,No,Not Promoted,No,$9.52,$13.33,$3.81,89.047261815,1187
Families,Higher Price,Medium,Electronics,178865,End-cap,Yes,Promoted,No,$5.13,$7.73,$2.60,326.649417853,2525
College students,Higher Price,Medium,Electronics,131452,Aisle,No,Not Promoted,Yes,$27.71,$28.43,$0.72,37.143862117,1056
Families,Higher Price,Medium,Food,146158,End-cap,Yes,Promoted,Yes,$40.31,$41.90,$1.59,65.322195704,2737
Young adults,Higher Price,Medium,Clothing,144475,Aisle,No,Not Promoted,Yes,$19.85,$23.70,$3.85,40.379746835,957
Seniors,Higher Price,Medium,Clothing,120176,Front of Store,No,Not Promoted,No,$44.13,$45.03,$0.90,56.850988230,2560
College students,Higher Price,Low,Clothing,156007,Aisle,Yes,Promoted,No,$27.80,$31.89,$4.09,20.319849483,648
Families,Higher Price,Low,Food,138628,Aisle,No,Not Promoted,Yes,$33.08,$37.83,$4.75,17.049960349,645
Young adults,Higher Price,Medium,Clothing,178302,Aisle,Yes,Promoted,Yes,$25.17,$26.98,$1.81,63.936249073,1725
Young adults,Higher Price,Medium,Clothing,144073,Front of Store,No,Not Promoted,Yes,$21.68,$24.73,$3.05,92.721391023,2293
College students,Higher Price,Low,Clothing,186997,Aisle,Yes,Promoted,Yes,$27.62,$28.66,$1.04,72.016748081,2064
Families,Higher Price,Low,Clothing,173396,End-cap,No,Not Promoted,Yes,$34.13,$35.55,$1.42,38.143459916,1356
College students,Higher Price,Low,Clothing,115038,End-cap,No,Not Promoted,Yes,$16.02,$18.36,$2.34,33.278867102,611
Young adults,Higher Price,Medium,Clothing,151967,Front of Store,Yes,Promoted,Yes,$30.98,$31.14,$0.16,86.062941554,2680
Young adults,Higher Price,Low,Food,170937,Front of Store,No,Not Promoted,No,$15.92,$16.58,$0.66,30.579010856,507
Young adults,Higher Price,High,Electronics,176947,End-cap,Yes,Promoted,No,$48.41,$48.73,$0.32,32.054176072,1562
Seniors,Higher Price,Medium,Food,181067,End-cap,No,Not Promoted,No,$26.88,$29.39,$2.51,48.247703300,1418
Young adults,Higher Price,Low,Clothing,192831,Aisle,Yes,Promoted,Yes,$24.16,$26.63,$2.47,28.614344724,762
College students,Higher Price,Medium,Electronics,119838,Aisle,Yes,Promoted,No,$21.23,$25.61,$4.38,98.945724326,2534
Families,Higher Price,Medium,Food,151923,Aisle,Yes,Promoted,Yes,$43.95,$48.91,$4.96,34.778163975,1701
College students,Higher Price,Medium,Clothing,186652,End-cap,Yes,Promoted,Yes,$18.82,$23.64,$4.82,31.598984772,747
Seniors,Higher Price,Medium,Clothing,169576,Aisle,Yes,Promoted,Yes,$43.21,$45.30,$2.09,32.295805740,1463
Families,Higher Price,Low,Electronics,180911,End-cap,No,Not Promoted,Yes,$20.73,$22.95,$2.22,44.226579521,1015
Young adults,Higher Price,Medium,Food,133294,Front of Store,Yes,Promoted,No,$41.39,$41.51,$0.12,64.948205252,2696
Families,Higher Price,Medium,Electronics,135689,End-cap,Yes,Promoted,Yes,$39.55,$43.26,$3.71,24.572353213,1063
Seniors,Higher Price,High,Electronics,190951,Aisle,No,Not Promoted,No,$40.86,$44.53,$3.67,55.513137211,2472
Young adults,Higher Price,High,Clothing,163002,Front of Store,Yes,Promoted,No,$3.89,$6.35,$2.46,200,1270
College students,Higher Price,Medium,Clothing,190010,Aisle,Yes,Promoted,No,$24.96,$28.45,$3.49,81.265377856,2312
Families,Higher Price,Low,Food,177516,Aisle,No,Not Promoted,Yes,$4.71,$9.19,$4.48,226.550598477,2082
Families,Higher Price,High,Food,113847,Front of Store,No,Not Promoted,No,$27.14,$31.30,$4.16,22.747603834,712
College students,Higher Price,Medium,Clothing,114370,Aisle,Yes,Promoted,No,$45.77,$49.50,$3.73,20.545454545,1017
Families,Higher Price,High,Food,154002,Aisle,Yes,Promoted,No,$27.36,$28.11,$0.75,31.554606901,887
College students,Higher Price,Medium,Food,125057,End-cap,Yes,Promoted,Yes,$30.00,$30.59,$0.59,21.575678326,660
College students,Higher Price,High,Electronics,159070,End-cap,No,Not Promoted,Yes,$18.54,$19.25,$0.71,66.493506494,1280
Families,Higher Price,Medium,Electronics,167705,Front of Store,Yes,Promoted,Yes,$13.53,$15.21,$1.68,144.378698225,2196
College students,Higher Price,High,Electronics,177177,Aisle,Yes,Promoted,Yes,$24.44,$24.90,$0.46,57.510040161,1432
